applicant_id,cohort,selected,issue,certainty,observed_values,recommended_treatment
101305,A_2022,0,age_unchanged,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101355,A_2022,0,age_unchanged,review,"{""age_at_application"": 16.0, ""age_at_survey"": 16.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101360,A_2022,1,age_unchanged,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101383,A_2022,1,age_unchanged,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101410,A_2022,1,age_unchanged,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101411,A_2022,0,age_unchanged,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101425,A_2022,1,age_unchanged,review,"{""age_at_application"": 14.0, ""age_at_survey"": 14.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101429,A_2022,0,age_unchanged,review,"{""age_at_application"": 14.0, ""age_at_survey"": 14.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101445,A_2022,1,age_unchanged,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101470,A_2022,0,age_unchanged,review,"{""age_at_application"": 15.0, ""age_at_survey"": 15.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101489,A_2022,0,age_unchanged,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101520,A_2022,1,age_unchanged,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101535,A_2022,0,age_unchanged,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
101557,A_2022,0,age_unchanged,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}","Flag timing discrepancy, not a proven typo; retain records and avoid adjusting for follow-up age."
100000,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100005,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100006,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 10.0, ""age_at_survey"": 11.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100011,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100017,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100020,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100022,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100025,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100029,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100032,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100033,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100037,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100038,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100043,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100044,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 13.0, ""age_gap"": -2.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100045,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 10.0, ""age_at_survey"": 15.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100047,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 17.0, ""age_gap"": 6.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100053,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 19.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100061,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100070,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100071,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100081,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100087,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100090,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 10.0, ""age_at_survey"": 11.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100102,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 20.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100107,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100111,A_2020,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100114,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100118,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100124,A_2020,1,age_gap_outside_2_4,review,"{""age_at_application"": 18.0, ""age_at_survey"": 19.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100128,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100132,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100133,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 12.0, ""age_gap"": -1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100135,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 19.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100143,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100146,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100152,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100154,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100155,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 16.0, ""age_at_survey"": 16.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100159,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100161,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100168,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100174,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100177,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100182,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 16.0, ""age_at_survey"": 16.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100185,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 16.0, ""age_at_survey"": 17.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100188,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100190,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100194,A_2020,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100209,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100219,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100227,A_2020,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100232,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100236,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100245,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100246,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100250,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100259,A_2020,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 14.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100276,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100277,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 16.0, ""age_at_survey"": 16.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100278,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100285,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100286,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100287,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100290,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100293,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100304,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100305,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100307,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100312,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100315,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 10.0, ""age_at_survey"": 15.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100322,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100328,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100333,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100342,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100344,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100347,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100349,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100356,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100360,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100368,A_2020,0,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 10.0, ""age_gap"": -5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100380,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100393,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100396,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100399,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 16.0, ""age_at_survey"": 17.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100401,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100407,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100411,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100417,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100419,A_2020,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100426,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100427,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100428,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100433,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100440,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 15.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100445,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100453,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100454,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100456,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100465,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100471,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100473,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 14.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100474,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100476,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100482,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 16.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100484,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100490,A_2020,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100491,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100494,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 18.0, ""age_gap"": 6.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100495,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100510,A_2020,0,age_gap_outside_2_4,review,"{""age_at_application"": 16.0, ""age_at_survey"": 17.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100521,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100522,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100524,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100532,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100534,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100538,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100540,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100542,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100549,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100555,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100557,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 16.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100561,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100562,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
